YEAR,MONTH,SECTOR,DISTRICT,PSU,HUNIT,HHOLD,SERNO,RSHIP,SEX,BYEAR,BMONTH,AGE,ETH,REL,MARITAL,EDU,DEGREE,CUEDU,SIN,TAMIL,ENG,P15,P16,P17,P18,P19,P20,P21,Q2,Q3,Q4,Q5,Q6_A,Q6_B_1,Q6_B_2,Q6_B_3,Q7,Q8,Q8A,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40_A,Q40_B,Q41,Q42,Q43,Q44,Q45,Q45A,Q45_A_1,Q45_A_2,Q45_A_3,Q45_B_1,Q45_B_2,Q45_B_3,Q45_B_4,Q45_C_1,Q46,Q46A,Q46_A_1,Q46_A_2,Q46_A_3,Q46_B_1,Q46_B_2,Q46_B_3,Q46_B_4,Q46_C_1,Q47,Q48,Q49_1,Q49_2,Q49_3,Q50,Q51,Q52,Q53,Q54,Q55_A,Q55_B_1,Q55_B_2,Q55_B_3,Q56,Q57,Q58,Q59,Q60A,Q60B,Q61,Q62,Q63_A_22,Q63_A_3,Q63_A_42,Q63_A_5,Q63_B_22,Q63_B_3,Q63_B_42,Q63_B_5,Q64,Annual_Factor
2023,9,2,13,82,9,1,2,2,2,1961,1,62,1,1,2,13, ,5,1,2,1,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,1,1724.969498
2023,9,2,13,82,9,1,3,3,2,1992,5,31,1,1,2,15,5,5,1,2,1,1,1,1,1,1,1,2,1,1, , , , , , ,2211,86101,13,1,1,1,1,1,1, , , , , ,35,35, ,2, , , , , , , , , , , , , , , ,35,35, , , , ,1,1,130000,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,1,1724.969498
2023,9,2,13,82,9,1,4,3,2,1994,7,29,1,1,1,15,3,2,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , ,1346,64910,11,1,1,1,1,1,3,1,1,6,1,1,30,30, ,2, , , , , , , , , , , , , , , ,30, ,2, , , ,1,1,80000,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,1,1724.969498
2023,9,2,13,83,4,1,1,1,1,2000,9,23,1,1,1,10, ,5,1,2,1,1,1,1,1,1,1,2,1,1, , , , , , ,8142,22208,13,1,1,1,1,1,3,1,1,5,1,1,48,48, ,2, , , , , , , , , , , , , , , ,48,48, , , , ,1,1,50000,10000,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,145,1,46,6, , , , , ,1360.46977
2023,9,2,13,83,4,1,2,5,2,2004,2,19,1,1,1,10, ,3,1,2,1,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,6,1360.46977
2023,9,2,13,83,4,1,3,5,1,2014,4,9,1,1,1,3, ,1, , , ,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1360.46977
2023,9,2,13,83,8,1,1,1,1,1979,7,44,1,1,2,10, ,5,1,2,2,1,1,1,1,1,1,2,1,1, , , , , , ,7116,41003,13,1,2,2,2,2,3,2,3,1,3,1,50,40,7,2, , , , , , , , , , , , , , , ,50,40, , , , ,1,2, , , ,3000,10, ,0, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,2,1360.46977
2023,9,2,13,83,8,1,2,2,2,1980,10,42,1,1,2,10, ,5,1,2,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1360.46977
2023,9,2,13,83,8,1,3,3,1,2002,8,21,1,1,1,11, ,5,1,2,1,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,9, , , , , , , , , , , , , ,2, , , , , , , , ,2,1360.46977
2023,9,2,13,83,8,1,4,3,2,2013,5,10,1,1,1,4, ,1,1,2,2,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1360.46977
2023,9,2,13,83,8,1,5,3,2,2007,12,15,1,1,1,10, ,1,1,2,1,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,2,1360.46977
2023,9,2,13,83,8,1,6,4,2,1948,4,75,1,1,3,4, ,5,1,2,2,2,1,2,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,1360.46977
2023,9,2,13,83,8,1,7,5,2,1944,12,78,1,1,1,7, ,5,1,2,2,2,1,2,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,1360.46977
2023,9,2,13,84,4,1,1,1,2,1961,6,62,1,1,3,3, ,5,1,2,2,1,1,1,1,1,1,2,1,3, , , , , , ,6114,1271,13,3, , , , , ,2,3,7,2,1,18,18, ,1,9212,1271,1,4, , , , ,2,2,7,3,1,18,18,36,36, , , , ,2, , , , , , , , ,12500,1,2, , , ,850,10, ,0, , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,1186.342658
2023,9,2,13,84,8,1,1,1,1,1952,7,71,1,1,2,2, ,5,2,2,2,1,1,2,1,1,1,2,1,1, , , , , , ,9629,96099,13,1,4, , , , ,2,3,1,3,1,24,24, ,2, , , , , , , , , , , , , , , ,24, ,2, , , ,1,2, , , ,1500,15, ,0, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,1186.342658
2023,9,2,13,84,8,1,2,2,2,1955,3,68,1,1,2,1, ,5,2,2,2,2,3,2,2,2,3,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1186.342658
2023,9,2,13,84,8,1,3,3,2,1995,5,28,1,1,2,10, ,5,1,2,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1186.342658
2023,9,2,13,84,8,1,4,5,1,1993,3,30,1,1,2,9, ,5,1,2,2,1,1,1,1,1,1,2,1,1, , , , , , ,9629,94915,13,1,2,3,2,2,3,2,3,1,9,1,24,24, ,2, , , , , , , , , , , , , , , ,24, ,2, , , ,1,2, , , ,1500,20, ,0, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,1186.342658
2023,9,2,13,84,8,1,5,5,1,2022,6,1,1,1,1, , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1186.342658
2023,9,2,13,85,3,1,1,1,1,1965,9,58,1,1,2,11, ,5,1,2,2,1,1,1,1,1,1,2,1,1, , , , , , ,8322,61100,13,1,1,1,1,1,2, , , , , ,44,48, ,2, , , , , , , , , , , , , , , ,44,48, , , , ,1,1,65000,35000,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,1,2284.366044
2023,9,2,13,85,3,1,2,2,2,1969,2,54,1,1,2,11, ,5,1,2,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,2,2284.366044
2023,9,2,13,85,3,1,3,3,2,1992,12,30,1,1,1,11, ,5,1,2,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,1,2284.366044
2023,9,2,13,85,3,1,4,3,2,1996,5,27,1,1,1,15,3,5,1,2,1,1,1,1,1,1,1,2,1,1, , , , , , ,4311,10629,13,1,1,1,1,1,3,1,1,6,1,1,44,44, ,2, , , , , , , , , , , , , , , ,44,44, , , , ,1,1,24000,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,1,2284.366044
2023,9,2,13,85,10,1,1,1,2,1961,8,62,1,1,3,11, ,5,1,2,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,2,2284.366044
2023,9,2,13,85,10,1,2,3,1,1984,10,38,1,1,2,11, ,5,1,2,2,1,1,1,1,1,1,2,1,1, , , , , , ,8141,22111,13,1,1,1,1,1,3,1,1,6,1,1,48,48, ,2, , , , , , , , , , , , , , , ,48,48, , , , ,1,1,40000,6000,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,1,2284.366044
2023,9,2,13,85,10,1,3,3,2,1989,2,34,1,1,2,11, ,5,1,2,2,1,1,1,1,1,1,2,1,1, , , , , , ,8153,14106,13,1,1,1,1,1,3,1,1,6,1,1,48,48, ,2, , , , , , , , , , , , , , , ,48,48, , , , ,1,1,34000,16000,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,1,2284.366044
2023,9,2,13,85,10,1,4,5,2,2008,7,15,1,1,1,9, ,1,1,2,2,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,6,2284.366044
2023,9,2,13,86,4,1,1,1,2,1951,2,72,1,1,3,11, ,5,1,2,2,3,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,2,1364.294057
2023,9,2,13,86,4,1,2,3,1,1989,12,33,1,1,1,11, ,5,1,2,2,1,1,1,1,1,1,2,2, ,1,2, , , , ,7115,31001,13,3, , , , , ,2,3,7,2,1,40,0,3,2, , , , , , , , , , , , , , , ,40,0, , , , ,2, , , , , , , , ,25000,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,323,2,3,12, , , , , ,1364.294057
2023,9,2,13,86,4,1,3,3,1,1987,11,35,1,1,1,13, ,5,1,2,1,1,1,1,1,1,1,2,1,1, , , , , , ,9112,86101,11,1,3,1,2,2,1, , , , , ,45,45, ,2, , , , , , , , , , , , , , , ,45,45, , , , ,1,1,35000,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,812,2,45,12, , , , , ,1364.294057
2023,9,2,13,86,9,1,1,1,1,1983,2,40,1,1,2,10, ,5,1,2,2,1,1,1,1,1,1,2,1,1, , , , , , ,7116,41001,13,1,2,2,2,2,3,2,3,1,2,1,45,15,1,2, , , , , , , , , , , , , , , ,45,15,2, , , ,1,2, , , ,3500,14, ,0, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,1,1364.294057
2023,9,2,13,86,9,1,2,2,2,1983,7,40,1,1,2,11, ,5,1,2,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,1,1364.294057
2023,9,2,13,86,9,1,3,3,1,2013,6,10,1,1,1,4, ,1,1,2,2,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1364.294057
2023,9,2,13,86,9,1,4,3,2,2020,7,3,1,1,1, , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1364.294057
2023,9,2,13,87,5,1,1,1,2,1979,9,44,1,1,2,10, ,5,1,2,1,1,1,1,1,1,1,2,1,1, , , , , , ,5151,55103,13,1,1,1,1,1,3,1,1,3,1,1,50,50, ,2, , , , , , , , , , , , , , , ,50,50, , , , ,1,1,47000,26000,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,2,1446.480446
2023,9,2,13,87,5,1,2,3,2,2012,2,11,1,1,1,5, ,1,1,2,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1446.480446
2023,9,2,13,88,1,1,1,1,2,1969,2,54,1,1,2,13, ,5,1,2,1,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1289.802774
2023,9,2,13,88,1,1,2,3,1,2006,10,16,1,1,1,10, ,1,1,1,1,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,6,1289.802774
2023,9,2,13,88,1,1,3,4,2,1938,3,85,1,1,3,8, ,5,1,2,2,3,2,3,3,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,1289.802774
2023,9,2,13,88,5,1,1,1,2,1947,11,75,1,1,3,5, ,5,1,2,2,1,1,2,1,2,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,1289.802774
2023,9,2,13,88,5,1,2,5,1,1977,11,45,1,1,2,11, ,5,1,2,1,1,1,1,1,1,1,2,1,1, , , , , , ,5151,55101,13,1,2,1,2,1,3,3,1,4,1,1,54,54, ,2, , , , , , , , , , , , , , , ,54,54, , , , ,1,1,35000,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,111,1,23,12, , , , , ,1289.802774
2023,9,2,13,88,5,1,3,3,2,1979,12,43,1,1,2,13, ,5,1,2,1,1,1,1,1,1,1,2,1,1, , , , , , ,2342,85101,13,3, , , , , ,2,3,7,1,1,15,15, ,2, , , , , , , , , , , , , , , ,15, ,2, , , ,2, , , , , , , , ,20000,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,611,1,1,12, , , , , ,1289.802774
2023,9,2,13,88,5,1,4,5,1,2021,6,2,1,1,1, , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1289.802774
2023,9,2,13,88,9,1,1,1,1,1945,4,78,1,1,2,11, ,5,1,2,1,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,1289.802774
2023,9,2,13,88,9,1,2,2,2,1947,4,76,1,1,2,11, ,5,1,2,1,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,1289.802774
2023,9,2,13,89,4,1,1,1,1,1957,5,66,1,1,2,10, ,5,1,2,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,1249.837054
2023,9,2,13,89,4,1,2,2,2,1961,5,62,1,1,2,8, ,5,1,2,2,3,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,4, , , , , , , , , , , , , ,2, , , , , , , , ,7,1249.837054
2023,9,2,13,89,4,1,3,3,1,1983,8,40,1,1,1,13, ,5,1,2,2,1,1,1,1,1,1,2,1,1, , , , , , ,7231,45202,13,3, , , , , ,2,2,7,9,1,50,50, ,2, , , , , , , , , , , , , , , ,50,50, , , , ,2, , , , , , , , ,50000,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,111,2,1,6, , , , , ,1249.837054
2023,9,2,13,89,9,1,1,1,1,1981,5,42,1,1,1,16,1,5,1,2,1,1,1,1,1,1,1,2,1,3, , , , , , ,2330,84120,13,1,1,1,1,1,1, , , , , ,40,40, ,1,2330,85492,3, , , , , ,2,3,7,3,1,8,8,48,48, , , , ,1,1,47075,0,0, , , , , ,2, , , , , , , , ,20000, , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,2,1249.837054
2023,9,2,13,90,3,1,1,1,1,1974,2,49,1,1,2,10, ,5,1,2,2,1,1,1,1,1,1,2,1,1, , , , , , ,7231,45202,13,3, , , , , ,2,3,7,2,1,30,30, ,2, , , , , , , , , , , , , , , ,30, ,2, , , ,2, , , , , , , , ,20000,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,3,1304.976924
2023,9,2,13,90,3,1,2,2,2,1978,7,45,1,1,2,10, ,5,1,2,2,4,1,1,1,3,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,4, , , , , , , , , , , , , ,2, , , , , , , , ,2,1304.976924
2023,9,2,13,90,3,1,3,3,2,1998,8,25,1,1,1,13, ,2,1,2,2,1,1,1,1,1,1,1,1,1, , , , , , ,1221,47112,13,1,1,1,1,1,2, , , , , ,50,50, ,2, , , , , , , , , , , , , , , ,50,50, , , , ,1,1,26500,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,3,1304.976924
2023,9,2,13,90,7,1,1,1,2,1975,3,48,1,1,3,13, ,5,1,2,2,1,1,1,1,1,1,2,1,1, , , , , , ,9212,1271,13,1,2,2,2,2,3,2,3,1,2,1,64,32,1,2, , , , , , , , , , , , , , , ,64,32,2, , , ,1,2, , , ,900,14, ,2000, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,2,1304.976924
2023,10,2,13,91,2,1,1,1,1,1967,3,56,1,1,2,10, ,5,1,2,2,1,1,1,1,1,1,2,1,1, , , , , , ,8332,30112,13,1,1,1,1,1,3,1,1,5,1,1,50,50, ,2, , , , , , , , , , , , , , , ,50,50, , , , ,1,1,50000,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,1800.7628
2023,10,2,13,91,2,1,2,2,2,1971,5,52,1,1,2,10, ,5,1,2,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1800.7628
2023,10,2,13,91,2,1,3,3,1,1999,8,24,1,1,1,13, ,3,1,2,2,1,1,1,1,1,1,1,1,1, , , , , , ,3343,20224,13,1,1,1,1,1,1, , , , , ,45,45, ,2, , , , , , , , , , , , , , , ,45,45, , , , ,1,1,40000,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,6,1800.7628
2023,10,2,13,91,2,1,4,3,2,2001,9,22,1,1,1,13, ,3,1,2,2,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,6,1800.7628
2023,10,2,13,91,7,1,1,1,1,1962,11,60,1,1,2,10, ,5,1,2,2,1,1,1,1,1,1,2,1,1, , , , , , ,1420,47521,13,2, , , , , ,1,2,1,2,1,50,50, ,2, , , , , , , , , , , , , , , ,50,50, , , , ,2, , , , , , , , ,80000,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,1800.7628
2023,10,2,13,91,7,1,2,2,2,1964,7,59,1,1,2,10, ,5,1,2,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1800.7628
2023,10,2,13,91,7,1,3,3,1,1994,10,29,1,1,1,15,3,5,1,2,1,1,1,1,1,1,1,2,1,1, , , , , , ,3313,64191,11,1,1,1,1,1,3,1,1,4,1,1,50,50, ,2, , , , , , , , , , , , , , , ,50,50, , , , ,1,1,50000,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,1,1800.7628
2023,10,2,13,91,7,1,4,3,1,1997,8,26,1,1,1,13, ,3,1,2,1,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,6,1800.7628
2023,10,2,13,92,3,1,1,1,1,1974,12,48,1,1,2,10, ,5,1,2,2,1,1,1,1,1,1,2,1,1, , , , , , ,7116,41003,13,1,4, , , , ,2,3,7,2,1,50,30,3,2, , , , , , , , , , , , , , , ,50,30, , , , ,1,2, , , ,3000,10, ,0, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,1846.292113
2023,10,2,13,92,3,1,2,2,2,1974,7,49,1,1,2,13, ,5,1,2,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1846.292113
2023,10,2,13,92,3,1,3,3,1,2000,11,22,1,1,1,13, ,3,1,2,1,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,6,1846.292113
2023,10,2,13,92,3,1,4,3,2,2008,8,15,1,1,1,9, ,1,1,2,2,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,6,1846.292113
2023,10,2,13,93,1,1,1,1,2,1978,8,45,1,1,3,10, ,5,1,2,2,1,1,1,1,1,1,2,1,1, , , , , , ,7531,14105,13,1,3,2,2,2,3,2,3,1,1,1,20,10,3,2, , , , , , , , , , , , , , , ,20, ,1,2,20,1,1,2, , , ,1200,10, ,0, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,2280.832675
2023,10,2,13,93,1,1,2,3,1,2004,6,19,1,1,1,11, ,4,1,2,2,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,6,2280.832675
2023,10,2,13,93,1,1,3,3,2,1998,8,25,1,1,1,13, ,4,1,2,1,1,1,1,1,1,1,1,1,1, , , , , , ,3122,14109,13,1,2,2,2,2,3,1,1,6,1,1,32,32, ,2, , , , , , , , , , , , , , , ,32, ,2, , , ,1,1,28000,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,6,2280.832675
2023,10,2,13,93,1,1,4,5,1,2003,7,20,1,1,1,10, ,5,1,2,2,1,1,1,1,1,1,2,1,1, , , , , , ,7531,14105,13,1,2,1,3,2,3,1,1,6,1,1,40,40, ,2, , , , , , , , , , , , , , , ,40,40, , , , ,1,1,30000,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,2,2280.832675
2023,10,2,13,93,1,1,5,3,1,2008,3,15,1,1,1,9, ,1,1,2,1,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,6,2280.832675
2023,10,2,13,93,5,1,1,1,1,1977,12,45,1,1,2,19, ,5,2,2,2,1,1,1,1,1,1,2,1,1, , , , , , ,7522,31001,13,3, , , , , ,2,3,7,2,1,48,48, ,2, , , , , , , , , , , , , , , ,48,48, , , , ,2, , , , , , , , ,3000,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,2280.832675
